Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemmes_declencheurs	Lemmes_SitEmo
Albert	892-89051094	Albert11_Roumanie	892-89051094_609-843	C’est la première fois depuis 1989 que la Roumanie est confrontée à une telle vague de contestation. À l’époque, le dirigeant Nicolae Ceaucescu avait vu le peuple se rebeller contre son régime très dur, ce qui avait provoqué sa chute.	doltean_1615814941857_892-89051094	doltean	se rebeller contre son régime très dur	Proposition	se rebeller	Comportementale	Base	Aucun	Colere	Aucune	se rebeller	se rebeller contre son régime très dur
Albert	814-10958904	Albert11_Somalie	814-10958904_8-209	En février, les habitants de la Somalie, dans la corne de l’Afrique, sont descendus dans les rues pour fêter la victoire de Mohamed Abdullahi Mohamed, dit « Farmajo », à la présidence de la République.	doltean_1615815161913_814-10958904	doltean	fêter la victoire de Mohamed Abdullahi Mohamed	Proposition	fêter; victoire	Suggeree	Base	Aucun	Joie	Aucune	fêter ; victoire	fêter le victoire de Mohamed Abdullahi Mohamed
Albert	814-10958904	Albert11_Somalie	814-10958904_8-209	En février, les habitants de la Somalie, dans la corne de l’Afrique, sont descendus dans les rues pour fêter la victoire de Mohamed Abdullahi Mohamed, dit « Farmajo », à la présidence de la République.	doltean_1619175340403_814-10958904	doltean	sont descendus dans les rues	Proposition	descendues	Comportementale	Base	Aucun	Joie	Aucune	descendre	être descendre dans le rue
Albert	587-83561643	Albert11_Voleur_du_dimanche	587-83561643_19-206	On pourrait croire qu’il s’agit d’un film comique mais les images sont bien réelles : aux États-Unis, une caméra de sécurité d’un supermarché a filmé le voleur le plus maladroit du monde.	doltean_1621943477089_587-83561643	doltean	On pourrait croire qu’il s’agit d’un film comique	Proposition	On pourrait croire qu'il s'agit d'un film comique	Montree	Base	Aucun	Surprise	Aucune	on pouvoir croire que il se agir de un film comique	on pouvoir croire qu’ il s’ agir d’ un film comique
Albert	587-83561643	Albert11_Voleur_du_dimanche	587-83561643_368-465	Le voleur le relance plusieurs fois, en vain, avant de prendre la fuite, effrayé par une voiture.	doltean_1621943652960_587-83561643	doltean	prendre la fuite	Proposition	prendre la fuite	Comportementale	Base	Aucun	Peur	Aucune	prendre le fuite	prendre le fuite
Albert	587-83561643	Albert11_Voleur_du_dimanche	587-83561643_368-465	Le voleur le relance plusieurs fois, en vain, avant de prendre la fuite, effrayé par une voiture.	doltean_1621943631790_587-83561643	doltean	effrayé	SAdj	effrayé	Designee	Base	Aucun	Peur	Aucune	effrayer	effrayer
Albert	587-83561643	Albert11_Voleur_du_dimanche	587-83561643_466-563	Les policiers de la ville en ont tellement ri qu’ils ont partagé la vidéo sur leur page Facebook.	doltean_1621943718137_587-83561643	doltean	en ont tellement ri	Proposition	ri	Comportementale	Base	Aucun	Joie	Aucune	rire	en avoir tellement ri
Albert	752-91780821	Albert12_Accident_de_selfie	752-91780821_495-610	Dans son malheur, l’homme maladroit a eu la chance que ni l’artiste, ni le musée n’aient porté plainte contre lui. 	doltean_1619181325512_752-91780821	doltean	maladroit	SAdj	maladroit	Suggeree	Complexe	Aucun	Embarras	Aucune	maladroit	maladroit
Albert	825-39576042	Albert12_Bresil	825-39576042_7-157	Comme chaque année au mois de février, les rues de Rio de Janeiro s’animent au rythme du carnaval, de ses chars gigantesques et des danseurs de samba.	doltean_1620046772942_825-39576042	doltean	s’animent au rythme du carnaval, de ses chars gigantesques et des danseurs de samba	Proposition	s'animent; carnaval	Suggeree	Base	Aucun	Joie	Aucune	se animer ; carnaval	s’ animer au rythme de carnaval , de son char gigantesque et de danseur de samber
Albert	825-39576042	Albert12_Bresil	825-39576042_262-431	Dimanche 26 février, un char appartenant à une école de samba a percuté les tribunes des spectateurs et a blessé une vingtaine de personnes, dont plusieurs journalistes.	doltean_1619183079648_825-39576042	doltean	un char appartenant à une école de samba a percuté les tribunes	Proposition	percuté	Suggeree	Base	Base	Peur	Surprise	percuté	un char appartenir à un école de samba avoir percuter le tribune
Albert	825-39576042	Albert12_Bresil	825-39576042_432-562	Le lendemain, c’est la plateforme d’un char qui s’est effondrée sous le poids des danseurs, faisant onze blessés dont deux graves.	doltean_1619183171984_825-39576042	doltean	la plateforme d’un char qui s’est effondrée	Proposition	effondrée	Suggeree	Base	Base	Peur	Surprise	effondrée	le plateform d’ un char qui s’ être effondrer
Albert	825-39576042	Albert12_Bresil	825-39576042_670-744	C’est finalement une école traditionnelle de samba, Portela, qui a gagné. 	doltean_1619182878785_825-39576042	doltean	a gagné	Proposition	gagné	Suggeree	Base	Aucun	Joie	Aucune	gagner	avoir gagner
Albert	825-39576042	Albert12_Bresil	825-39576042_744-791	Elle n’avait pas remporté le titre depuis 1984.	doltean_1615816686460_825-39576042	doltean	n’avait pas remporté le titre depuis 1984	Proposition	remporté le titre	Suggeree	Base	Aucun	Joie	Aucune	remporter le titre	n’ avoir pas remporter le titre depuis 1984
Albert	613-27737226	Albert12_Fashion_victim	613-27737226_15-157	Début février, un nouveau musée insolite a ouvert à Bruxelles : ici, ni tableaux ni statues mais des centaines de vêtements de petite taille. 	doltean_1615816918712_613-27737226	doltean	insolite	SAdj	insolite	Designee	Base	Aucun	Surprise	Aucune	insolite	insolite
Albert	5586-729927	Albert12_Infos_intox_distinguer_le_vrai_du_faux	5586-729927_1195-1345	D’autres encore inventent de fausses informations pour faire rire : ils imitent des articles de journaux, mais le contenu est volontairement exagéré. 	doltean_1621512414712_5586-729927	doltean	faire rire	Proposition	rire	Comportementale	Base	Aucun	Joie	Aucune	rir	faire rire
Albert	5586-729927	Albert12_Infos_intox_distinguer_le_vrai_du_faux	5586-729927_2693-2919	Récemment, Facebook a été accusé d’avoir permis à de fausses informations de circuler pendant l’élection présidentielle américaine, ce qui aurait incité les électeurs à voter pour Donald Trump plutôt que pour Hillary Clinton. 	doltean_1619183898336_5586-729927	doltean	d’avoir permis à de fausses informations de circuler pendant l’élection présidentielle américaine	Proposition	fausses informations	Suggeree	Base	Aucun	Colere	Aucune	faux information	d’ avoir permettre à de faux information de circuler pendant l’ élection présidentiel américaine
Albert	5586-729927	Albert12_Infos_intox_distinguer_le_vrai_du_faux	5586-729927_2693-2919	Récemment, Facebook a été accusé d’avoir permis à de fausses informations de circuler pendant l’élection présidentielle américaine, ce qui aurait incité les électeurs à voter pour Donald Trump plutôt que pour Hillary Clinton. 	doltean_1619183824752_5586-729927	doltean	a été accusé	Proposition	accusé	Comportementale	Base	Aucun	Colere	Aucune	accuser	avoir être accuser
Albert	2216-0	Albert12_L_assassinat_de_Cesar	2216-0_1072-1133	Mais à Rome, la gloire de César inquiète certains sénateurs. 	doltean_1615818350269_2216-0	doltean	inquiète	SAdv	inquiète	Designee	Base	Aucun	Peur	Aucune	inquiet	inquiet
Albert	2216-0	Albert12_L_assassinat_de_Cesar	2216-0_1200-1383	Selon Suétone, un historien romain, beaucoup avaient peur que Jules César ne garde autoritairement le pouvoir et se fasse couronner roi de Rome, ce qui aurait mis fin à la République.	doltean_1615818608789_2216-0	doltean	peur	Proposition	peur	Designee	Base	Aucun	Peur	Aucune	peur	peur
Albert	2216-0	Albert12_L_assassinat_de_Cesar	2216-0_1770-1846	Le 20 mars, lors de ses funérailles, César reçoit les honneurs de la foule. 	doltean_1619184183108_2216-0	doltean	reçoit les honneurs	SN	honneurs	Comportementale	Complexe	Aucun	Admiration	Aucune	honneur	recevoir le honneur
Albert	902-56164383	Albert12_Mayotte	902-56164383_8-200	L’île de Mayotte, un département français situé au large du Mozambique, au sud-est de l’Afrique, fait face depuis mi-décembre à une forte sécheresse, ce qui a entraîné une grave pénurie d’eau.	doltean_1620743403626_902-56164383	doltean	fait face à une forte sécheresse, ce qui a entraîné une grave pénurie d’eau	Proposition	fait face; sécheresse; pénurie d'eau	Suggeree	Base	Aucun	Peur	Aucune	faire face ; sécheresse ; pénurie de eau	faire face à un fort sécheresse , ce qui avoir entraîner un grave pénurie d’ eau
Albert	869-66613338	Albert12_Soudan_du_Sud	869-66613338_14-131	Le Soudan du Sud, pays du nord-est de l’Afrique, existe depuis 2011 et est en proie à une guerre civile depuis 2013. 	doltean_1616422349510_869-66613338	doltean	en proie à une guerre civile	SPrep	crise	Suggeree	Base	Base	Colere	Tristesse	crise	en proie à un guerre civil
Albert	869-66613338	Albert12_Soudan_du_Sud	869-66613338_131-216	Récemment, les autorités ont déclaré l’état de famine dans plusieurs régions du pays.	doltean_1620743797416_869-66613338	doltean	ont déclaré l’état de famine	Proposition	famine	Suggeree	Base	Aucun	Peur	Aucune	famine	avoir déclarer l’ état de famine
Albert	869-66613338	Albert12_Soudan_du_Sud	869-66613338_217-372	Selon le gouvernement sud-soudanais, sur les 11 millions d’habitants du pays, plus de la moitié risquent de souffrir de malnutrition d’ici le mois d’avril.	doltean_1619187731510_869-66613338	doltean	risquent de souffrir de malnutrition	Proposition	souffrir	Suggeree	Base	Aucun	Peur	Aucune	souffrir	risquer de souffrir de malnutrition
Albert	869-66613338	Albert12_Soudan_du_Sud	869-66613338_576-767	Certains qui ne veulent pas rester dans le pays, pour la plupart des femmes et des enfants, tentent de trouver refuge au Soudan voisin pour fuir la famine, la guerre civile et la sécheresse. 	doltean_1615822707263_869-66613338	doltean	tentent de trouver refuge au Soudan voisin	Proposition	trouver refuge	Suggeree	Base	Aucun	Peur	Aucune	trouver refuge	tenter de trouver refuge au Soudan voisin
Albert	869-66613338	Albert12_Soudan_du_Sud	869-66613338_576-767	Certains qui ne veulent pas rester dans le pays, pour la plupart des femmes et des enfants, tentent de trouver refuge au Soudan voisin pour fuir la famine, la guerre civile et la sécheresse. 	doltean_1615822576100_869-66613338	doltean	fuir la famine, la guerre civile et la sécheresse	Proposition	fuir	Comportementale	Base	Aucun	Peur	Aucune	fuir	fuir le famine , le guerre civil et le sécheresse
Albert	869-66613338	Albert12_Soudan_du_Sud	869-66613338_767-834	Des dizaines de milliers de personnes auraient déjà quitté le pays.	doltean_1619187632924_869-66613338	doltean	auraient quitté le pays	Proposition	quitté le pays	Comportementale	Base	Aucun	Peur	Aucune	quitter le pays	avoir quitter le pays
Albert	2026-57664233	Albert13_2_avril_la_naissance_de_Charlemagne	2026-57664233_1233-1306	Le pape Léon III est alors dans la tourmente : on l’accuse d’immoralité. 	doltean_1619600243019_2026-57664233	doltean	immoralité	SN	immoralité	Suggeree	Base	Aucun	Colere	Aucune	immoralité	immoralité
Albert	2026-57664233	Albert13_2_avril_la_naissance_de_Charlemagne	2026-57664233_1233-1306	Le pape Léon III est alors dans la tourmente : on l’accuse d’immoralité. 	doltean_1615891083059_2026-57664233	doltean	l’accuse d’immoralité	Proposition	accuse	Comportementale	Base	Aucun	Colere	Aucune	accuser	l’ accuser d’ immoraliter
Albert	2026-57664233	Albert13_2_avril_la_naissance_de_Charlemagne	2026-57664233_1781-1936	Les trois petits-fils de Charlemagne se disputeront alors la succession de l’empire, qu’ils finiront par diviser en trois lors du traité de Verdun, en 843.	doltean_1615891193003_2026-57664233	doltean	se disputeront la succession de l’empire	Proposition	se disputeront	Comportementale	Base	Aucun	Colere	Aucune	se disputer	se disputer le succession de l’ empire
Albert	943-60583941	Albert13_Coree_du_Sud	943-60583941_211-413	Park Geun-hye, qui a quitté la présidence en mars, est actuellement jugée pour corruption : on l’accuse d’avoir forcé des entreprises à donner de l’argent à des fondations qui soutenaient sa politique. 	doltean_1615892157054_943-60583941	doltean	l’accuse d’avoir forcé des entreprises à donner de l’argent à des fondations qui soutenaient sa politique	Proposition	accuse	Comportementale	Base	Aucun	Colere	Aucune	accuser	l’ accuser d’ avoir forcer de entreprise à donner de l’ argent à un fondation qui soutenir son politique
Albert	943-60583941	Albert13_Coree_du_Sud	943-60583941_211-413	Park Geun-hye, qui a quitté la présidence en mars, est actuellement jugée pour corruption : on l’accuse d’avoir forcé des entreprises à donner de l’argent à des fondations qui soutenaient sa politique. 	doltean_1616422797696_943-60583941	doltean	avoir forcé des entreprises à donner de l’argent à des fondations qui soutenaient sa politique	SPrep	forcé	Suggeree	Base	Aucun	Colere	Aucune	forcer	avoir forcer de entreprise à donner de l’ argent à un fondation qui soutenir son politique
Albert	3167-17808219	Albert13_Diesel_Renault_dans_le_viseur_de_la_justice	3167-17808219_157-282	On lui reproche d’avoir truqué les moteurs de ses voitures diesel, pour laisser penser qu’ils polluaient moins qu’en réalité.	doltean_1616423033292_3167-17808219	doltean	avoir truqué les moteurs de ses voitures diesel	SPrep	truqué	Suggeree	Base	Aucun	Colere	Aucune	truquer	avoir truquer le moteur de son voiture diesel
Albert	3167-17808219	Albert13_Diesel_Renault_dans_le_viseur_de_la_justice	3167-17808219_157-282	On lui reproche d’avoir truqué les moteurs de ses voitures diesel, pour laisser penser qu’ils polluaient moins qu’en réalité.	doltean_1615975736826_3167-17808219	doltean	lui reproche d’avoir truqué les moteurs de ses voitures diesel	Proposition	reproche	Comportementale	Base	Aucun	Colere	Aucune	reproche	luire reproche d’ avoir truquer le moteur de son voiture diesel
Albert	3167-17808219	Albert13_Diesel_Renault_dans_le_viseur_de_la_justice	3167-17808219_283-519	En septembre 2015, la presse du monder entier révélait le « dieselgate ». À l’époque, le constructeur allemand Volkswagen a été accusé d’avoir installé sur ses voitures diesel des logiciels spécialement conçus pour falsifier les tests. 	doltean_1615975942622_3167-17808219	doltean	a été accusé	Proposition	accusé	Comportementale	Base	Aucun	Colere	Aucune	accuser	avoir être accuser
Albert	3167-17808219	Albert13_Diesel_Renault_dans_le_viseur_de_la_justice	3167-17808219_283-519	En septembre 2015, la presse du monder entier révélait le « dieselgate ». À l’époque, le constructeur allemand Volkswagen a été accusé d’avoir installé sur ses voitures diesel des logiciels spécialement conçus pour falsifier les tests. 	doltean_1616423117010_3167-17808219	doltean	avoir installé sur ses voitures diesel des logiciels spécialement conçus pour falsifier les tests	SPrep	falsifier	Suggeree	Base	Aucun	Colere	Aucune	falsifier	avoir installer sur son voiture diesel un logiciel spécialement concevoir pour falsifier le test
