Token_declencheur	Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemme
du	Albert	3068-12408759	Albert46-A3_science_fait_remarcher_handicapes	3068-12408759_230-405	Cela pourrait tenir du miracle religieux, mais c’est bien une prouesse accomplie par la science qui a été révélée dans le magazine scientifique Nature, le 31 octobre dernier. 	doltean_1617172915981_3068-12408759	doltean	Cela pourrait tenir du miracle religieux	Proposition	Cela pourrait tenir du miracle religieux	Montree	Base	Aucun	Surprise	Aucune	du
miracle	Albert	3068-12408759	Albert46-A3_science_fait_remarcher_handicapes	3068-12408759_230-405	Cela pourrait tenir du miracle religieux, mais c’est bien une prouesse accomplie par la science qui a été révélée dans le magazine scientifique Nature, le 31 octobre dernier. 	doltean_1617172915981_3068-12408759	doltean	Cela pourrait tenir du miracle religieux	Proposition	Cela pourrait tenir du miracle religieux	Montree	Base	Aucun	Surprise	Aucune	miracle
religieux	Albert	3068-12408759	Albert46-A3_science_fait_remarcher_handicapes	3068-12408759_230-405	Cela pourrait tenir du miracle religieux, mais c’est bien une prouesse accomplie par la science qui a été révélée dans le magazine scientifique Nature, le 31 octobre dernier. 	doltean_1617172915981_3068-12408759	doltean	Cela pourrait tenir du miracle religieux	Proposition	Cela pourrait tenir du miracle religieux	Montree	Base	Aucun	Surprise	Aucune	religieux
n	Albert	2950-51094890	Albert48-science_prouve_licornes	2950-51094890_456-728	Surnommé « licorne », l’Elasmotherium sibiricum n’a pourtant rien de la créature légendaire proche d’un élégant cheval : mesurant environ 2 mètres de haut pour 4 mètres de long et pesant aux alentours de 4 tonnes, cet animal préhistorique était plus proche du rhinocéros. 	doltean_1620398591476_2950-51094890	doltean	n’a pourtant rien de	Proposition	n'a rien de	Montree	Base	Aucun	Surprise	Aucune	n
a	Albert	2950-51094890	Albert48-science_prouve_licornes	2950-51094890_456-728	Surnommé « licorne », l’Elasmotherium sibiricum n’a pourtant rien de la créature légendaire proche d’un élégant cheval : mesurant environ 2 mètres de haut pour 4 mètres de long et pesant aux alentours de 4 tonnes, cet animal préhistorique était plus proche du rhinocéros. 	doltean_1620398591476_2950-51094890	doltean	n’a pourtant rien de	Proposition	n'a rien de	Montree	Base	Aucun	Surprise	Aucune	à
rien	Albert	2950-51094890	Albert48-science_prouve_licornes	2950-51094890_456-728	Surnommé « licorne », l’Elasmotherium sibiricum n’a pourtant rien de la créature légendaire proche d’un élégant cheval : mesurant environ 2 mètres de haut pour 4 mètres de long et pesant aux alentours de 4 tonnes, cet animal préhistorique était plus proche du rhinocéros. 	doltean_1620398591476_2950-51094890	doltean	n’a pourtant rien de	Proposition	n'a rien de	Montree	Base	Aucun	Surprise	Aucune	rien
de	Albert	2950-51094890	Albert48-science_prouve_licornes	2950-51094890_456-728	Surnommé « licorne », l’Elasmotherium sibiricum n’a pourtant rien de la créature légendaire proche d’un élégant cheval : mesurant environ 2 mètres de haut pour 4 mètres de long et pesant aux alentours de 4 tonnes, cet animal préhistorique était plus proche du rhinocéros. 	doltean_1620398591476_2950-51094890	doltean	n’a pourtant rien de	Proposition	n'a rien de	Montree	Base	Aucun	Surprise	Aucune	de
même	Albert	508-92700729	Albert49-A3_gang_des_panneaux	508-92700729_312-366	Certains panneaux ont même été accrochés à l’envers ! 	doltean_1617184164441_508-92700729	doltean	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
même	Albert	841-46715328	Albert55-A3_Italie	841-46715328_362-509	Parmi les objets ingérés par le cachalot : des sacs poubelle, des filets de pêche, et même un bidon de lessive qui comportait encore son étiquette.	doltean_1617366995796_841-46715328	doltean	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
tient	Albert	2925-14598540	Albert58-A3_20000_lieues_sous_terre	2925-14598540_571-743	La proposition de certains experts tient ainsi du scénario de science-fiction, mais elle est pourtant très sérieuse : la solution se trouverait en effet... sous nos pieds !	doltean_1620723297829_2925-14598540	doltean	tient du scénario de science-fiction	Proposition	tient du scénario de science-fiction	Montree	Base	Aucun	Surprise	Aucune	tenir
du	Albert	2925-14598540	Albert58-A3_20000_lieues_sous_terre	2925-14598540_571-743	La proposition de certains experts tient ainsi du scénario de science-fiction, mais elle est pourtant très sérieuse : la solution se trouverait en effet... sous nos pieds !	doltean_1620723297829_2925-14598540	doltean	tient du scénario de science-fiction	Proposition	tient du scénario de science-fiction	Montree	Base	Aucun	Surprise	Aucune	du
scénario	Albert	2925-14598540	Albert58-A3_20000_lieues_sous_terre	2925-14598540_571-743	La proposition de certains experts tient ainsi du scénario de science-fiction, mais elle est pourtant très sérieuse : la solution se trouverait en effet... sous nos pieds !	doltean_1620723297829_2925-14598540	doltean	tient du scénario de science-fiction	Proposition	tient du scénario de science-fiction	Montree	Base	Aucun	Surprise	Aucune	scénario
de	Albert	2925-14598540	Albert58-A3_20000_lieues_sous_terre	2925-14598540_571-743	La proposition de certains experts tient ainsi du scénario de science-fiction, mais elle est pourtant très sérieuse : la solution se trouverait en effet... sous nos pieds !	doltean_1620723297829_2925-14598540	doltean	tient du scénario de science-fiction	Proposition	tient du scénario de science-fiction	Montree	Base	Aucun	Surprise	Aucune	de
science-fiction	Albert	2925-14598540	Albert58-A3_20000_lieues_sous_terre	2925-14598540_571-743	La proposition de certains experts tient ainsi du scénario de science-fiction, mais elle est pourtant très sérieuse : la solution se trouverait en effet... sous nos pieds !	doltean_1620723297829_2925-14598540	doltean	tient du scénario de science-fiction	Proposition	tient du scénario de science-fiction	Montree	Base	Aucun	Surprise	Aucune	science-fiction
même	Albert	421-59924007	Albert58-A3_rosa_rosam_rosae	421-59924007_345-410	Et pour les moins courageux, une traduction est même disponible !	doltean_1617715580307_421-59924007	doltean	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
À	Albert	446-81021897	Albert6-chat_baroudeur	446-81021897_15-195	À 2 ans, Boule de Neige est un chat féru d’aventure. À tel point qu’il a été retrouvé fin novembre à 1650 km de chez lui, en Bretagne, après avoir disparu en Corse au mois d’août. 	doltean_1615375251012_446-81021897	doltean	À tel point	SPrep	À tel point	Montree	Base	Aucun	Surprise	Aucune	à
tel	Albert	446-81021897	Albert6-chat_baroudeur	446-81021897_15-195	À 2 ans, Boule de Neige est un chat féru d’aventure. À tel point qu’il a été retrouvé fin novembre à 1650 km de chez lui, en Bretagne, après avoir disparu en Corse au mois d’août. 	doltean_1615375251012_446-81021897	doltean	À tel point	SPrep	À tel point	Montree	Base	Aucun	Surprise	Aucune	tel
point	Albert	446-81021897	Albert6-chat_baroudeur	446-81021897_15-195	À 2 ans, Boule de Neige est un chat féru d’aventure. À tel point qu’il a été retrouvé fin novembre à 1650 km de chez lui, en Bretagne, après avoir disparu en Corse au mois d’août. 	doltean_1615375251012_446-81021897	doltean	À tel point	SPrep	À tel point	Montree	Base	Aucun	Surprise	Aucune	point
même	Albert	2952-22627737	Albert6-Thomas_Pesquet	2952-22627737_1226-1455	Il va notamment tester le développement de certaines bactéries dans l’espace, tenter de résoudre des problèmes de contamination de l’eau et même faire pousser dans l’espace... des graines de moutarde, des radis et des lentilles !	doltean_1615386251536_2952-22627737	doltean	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
Il	Albert	558-21167883	Albert60-A3_Tout_ce_qui_brille	558-21167883_19-173	Il est rare que l’argent tombe du ciel et pourtant, il y a une quinzaine de jours, un jardinier du Château de Versailles a vécu cette drôle d’expérience. 	doltean_1620814047956_558-21167883	doltean	Il est rare que l’argent tombe du ciel et pourtant	Proposition	Il est rare que l’argent tombe du ciel et pourtant	Montree	Base	Aucun	Surprise	Aucune	il
est	Albert	558-21167883	Albert60-A3_Tout_ce_qui_brille	558-21167883_19-173	Il est rare que l’argent tombe du ciel et pourtant, il y a une quinzaine de jours, un jardinier du Château de Versailles a vécu cette drôle d’expérience. 	doltean_1620814047956_558-21167883	doltean	Il est rare que l’argent tombe du ciel et pourtant	Proposition	Il est rare que l’argent tombe du ciel et pourtant	Montree	Base	Aucun	Surprise	Aucune	être
rare	Albert	558-21167883	Albert60-A3_Tout_ce_qui_brille	558-21167883_19-173	Il est rare que l’argent tombe du ciel et pourtant, il y a une quinzaine de jours, un jardinier du Château de Versailles a vécu cette drôle d’expérience. 	doltean_1620814047956_558-21167883	doltean	Il est rare que l’argent tombe du ciel et pourtant	Proposition	Il est rare que l’argent tombe du ciel et pourtant	Montree	Base	Aucun	Surprise	Aucune	rare
que	Albert	558-21167883	Albert60-A3_Tout_ce_qui_brille	558-21167883_19-173	Il est rare que l’argent tombe du ciel et pourtant, il y a une quinzaine de jours, un jardinier du Château de Versailles a vécu cette drôle d’expérience. 	doltean_1620814047956_558-21167883	doltean	Il est rare que l’argent tombe du ciel et pourtant	Proposition	Il est rare que l’argent tombe du ciel et pourtant	Montree	Base	Aucun	Surprise	Aucune	que
l	Albert	558-21167883	Albert60-A3_Tout_ce_qui_brille	558-21167883_19-173	Il est rare que l’argent tombe du ciel et pourtant, il y a une quinzaine de jours, un jardinier du Château de Versailles a vécu cette drôle d’expérience. 	doltean_1620814047956_558-21167883	doltean	Il est rare que l’argent tombe du ciel et pourtant	Proposition	Il est rare que l’argent tombe du ciel et pourtant	Montree	Base	Aucun	Surprise	Aucune	le
argent	Albert	558-21167883	Albert60-A3_Tout_ce_qui_brille	558-21167883_19-173	Il est rare que l’argent tombe du ciel et pourtant, il y a une quinzaine de jours, un jardinier du Château de Versailles a vécu cette drôle d’expérience. 	doltean_1620814047956_558-21167883	doltean	Il est rare que l’argent tombe du ciel et pourtant	Proposition	Il est rare que l’argent tombe du ciel et pourtant	Montree	Base	Aucun	Surprise	Aucune	argent
tombe	Albert	558-21167883	Albert60-A3_Tout_ce_qui_brille	558-21167883_19-173	Il est rare que l’argent tombe du ciel et pourtant, il y a une quinzaine de jours, un jardinier du Château de Versailles a vécu cette drôle d’expérience. 	doltean_1620814047956_558-21167883	doltean	Il est rare que l’argent tombe du ciel et pourtant	Proposition	Il est rare que l’argent tombe du ciel et pourtant	Montree	Base	Aucun	Surprise	Aucune	tombe
du	Albert	558-21167883	Albert60-A3_Tout_ce_qui_brille	558-21167883_19-173	Il est rare que l’argent tombe du ciel et pourtant, il y a une quinzaine de jours, un jardinier du Château de Versailles a vécu cette drôle d’expérience. 	doltean_1620814047956_558-21167883	doltean	Il est rare que l’argent tombe du ciel et pourtant	Proposition	Il est rare que l’argent tombe du ciel et pourtant	Montree	Base	Aucun	Surprise	Aucune	du
ciel	Albert	558-21167883	Albert60-A3_Tout_ce_qui_brille	558-21167883_19-173	Il est rare que l’argent tombe du ciel et pourtant, il y a une quinzaine de jours, un jardinier du Château de Versailles a vécu cette drôle d’expérience. 	doltean_1620814047956_558-21167883	doltean	Il est rare que l’argent tombe du ciel et pourtant	Proposition	Il est rare que l’argent tombe du ciel et pourtant	Montree	Base	Aucun	Surprise	Aucune	ciel
et	Albert	558-21167883	Albert60-A3_Tout_ce_qui_brille	558-21167883_19-173	Il est rare que l’argent tombe du ciel et pourtant, il y a une quinzaine de jours, un jardinier du Château de Versailles a vécu cette drôle d’expérience. 	doltean_1620814047956_558-21167883	doltean	Il est rare que l’argent tombe du ciel et pourtant	Proposition	Il est rare que l’argent tombe du ciel et pourtant	Montree	Base	Aucun	Surprise	Aucune	et
pourtant	Albert	558-21167883	Albert60-A3_Tout_ce_qui_brille	558-21167883_19-173	Il est rare que l’argent tombe du ciel et pourtant, il y a une quinzaine de jours, un jardinier du Château de Versailles a vécu cette drôle d’expérience. 	doltean_1620814047956_558-21167883	doltean	Il est rare que l’argent tombe du ciel et pourtant	Proposition	Il est rare que l’argent tombe du ciel et pourtant	Montree	Base	Aucun	Surprise	Aucune	pourtant
tout	Albert	2907-63503649	Albert64-A3_Greta_Thunberg	2907-63503649_1087-1365	Le 24 septembre, elle s’est même rendue à l’ONU (l’Organisation des Nations Unies), où elle a prononcé un discours véhément. « Des écosystèmes entiers s’effondrent, nous sommes au début d’une extinction de masse et tout ce dont vous parlez c’est d’argent », leur a-t-elle lancé.	doltean_1621511131517_2907-63503649	doltean	tout ce dont vous parlez c’est d’argent	Proposition	tout ce dont vous parlez c'est d'argent	Montree	Base	Aucun	Colere	Aucune	tout
ce	Albert	2907-63503649	Albert64-A3_Greta_Thunberg	2907-63503649_1087-1365	Le 24 septembre, elle s’est même rendue à l’ONU (l’Organisation des Nations Unies), où elle a prononcé un discours véhément. « Des écosystèmes entiers s’effondrent, nous sommes au début d’une extinction de masse et tout ce dont vous parlez c’est d’argent », leur a-t-elle lancé.	doltean_1621511131517_2907-63503649	doltean	tout ce dont vous parlez c’est d’argent	Proposition	tout ce dont vous parlez c'est d'argent	Montree	Base	Aucun	Colere	Aucune	ce
dont	Albert	2907-63503649	Albert64-A3_Greta_Thunberg	2907-63503649_1087-1365	Le 24 septembre, elle s’est même rendue à l’ONU (l’Organisation des Nations Unies), où elle a prononcé un discours véhément. « Des écosystèmes entiers s’effondrent, nous sommes au début d’une extinction de masse et tout ce dont vous parlez c’est d’argent », leur a-t-elle lancé.	doltean_1621511131517_2907-63503649	doltean	tout ce dont vous parlez c’est d’argent	Proposition	tout ce dont vous parlez c'est d'argent	Montree	Base	Aucun	Colere	Aucune	dont
vous	Albert	2907-63503649	Albert64-A3_Greta_Thunberg	2907-63503649_1087-1365	Le 24 septembre, elle s’est même rendue à l’ONU (l’Organisation des Nations Unies), où elle a prononcé un discours véhément. « Des écosystèmes entiers s’effondrent, nous sommes au début d’une extinction de masse et tout ce dont vous parlez c’est d’argent », leur a-t-elle lancé.	doltean_1621511131517_2907-63503649	doltean	tout ce dont vous parlez c’est d’argent	Proposition	tout ce dont vous parlez c'est d'argent	Montree	Base	Aucun	Colere	Aucune	il
parlez	Albert	2907-63503649	Albert64-A3_Greta_Thunberg	2907-63503649_1087-1365	Le 24 septembre, elle s’est même rendue à l’ONU (l’Organisation des Nations Unies), où elle a prononcé un discours véhément. « Des écosystèmes entiers s’effondrent, nous sommes au début d’une extinction de masse et tout ce dont vous parlez c’est d’argent », leur a-t-elle lancé.	doltean_1621511131517_2907-63503649	doltean	tout ce dont vous parlez c’est d’argent	Proposition	tout ce dont vous parlez c'est d'argent	Montree	Base	Aucun	Colere	Aucune	parler
c'est	Albert	2907-63503649	Albert64-A3_Greta_Thunberg	2907-63503649_1087-1365	Le 24 septembre, elle s’est même rendue à l’ONU (l’Organisation des Nations Unies), où elle a prononcé un discours véhément. « Des écosystèmes entiers s’effondrent, nous sommes au début d’une extinction de masse et tout ce dont vous parlez c’est d’argent », leur a-t-elle lancé.	doltean_1621511131517_2907-63503649	doltean	tout ce dont vous parlez c’est d’argent	Proposition	tout ce dont vous parlez c'est d'argent	Montree	Base	Aucun	Colere	Aucune	ce
d'argent	Albert	2907-63503649	Albert64-A3_Greta_Thunberg	2907-63503649_1087-1365	Le 24 septembre, elle s’est même rendue à l’ONU (l’Organisation des Nations Unies), où elle a prononcé un discours véhément. « Des écosystèmes entiers s’effondrent, nous sommes au début d’une extinction de masse et tout ce dont vous parlez c’est d’argent », leur a-t-elle lancé.	doltean_1621511131517_2907-63503649	doltean	tout ce dont vous parlez c’est d’argent	Proposition	tout ce dont vous parlez c'est d'argent	Montree	Base	Aucun	Colere	Aucune	de
