Token_declencheur	Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemme
rejoignent	Albert	2152-74452554	Albert11_1917_la_Russie_entre_en_revolution	2152-74452554_947-1005	Elles sont soutenues par les ouvriers qui les rejoignent. 	doltean_1615572485037_2152-74452554	doltean	les rejoignent	Proposition	rejoignent	Comportementale	Base	Aucun	Colere	Aucune	rejoindre
grève	Albert	2152-74452554	Albert11_1917_la_Russie_entre_en_revolution	2152-74452554_1005-1043	Le 10 mars, la grève devient générale.	doltean_1619173643198_2152-74452554	doltean	la grève	SN	grève	Comportementale	Base	Aucun	Colere	Aucune	grève
mécontentement	Albert	2152-74452554	Albert11_1917_la_Russie_entre_en_revolution	2152-74452554_1044-1280	Certains des manifestants veulent aussi changer de régime politique et mettre en place une république. À l’époque, la Russie est dirigée par le tsar Nicolas II, un empereur très autoritaire qui attise le mécontentement de la population.	doltean_1615472565595_2152-74452554	doltean	le mécontentement	SN	mécontentement	Designee	Base	Aucun	Colere	Aucune	mécontentement
contestation	Albert	2152-74452554	Albert11_1917_la_Russie_entre_en_revolution	2152-74452554_1281-1375	Le 12 mars, une partie des soldats qui gardent la ville rejoint le mouvement de contestation. 	doltean_1615474388609_2152-74452554	doltean	le mouvement de contestation	Proposition	contestation	Suggeree	Base	Aucun	Colere	Aucune	contestation
fierté	Albert	501-85691430	Albert11_Cure_de_jouvence	501-85691430_236-473	Cette année, Min Bahadur Sherchan qui a aujourd’hui 85 ans espère bien le récupérer : il s’apprête à effectuer une deuxième ascension du toit du monde pour, dit-il, redonner « confiance aux personnes âgées » et « de la fierté au Népal ».	doltean_1619173948243_501-85691430	doltean	la fierté	SN	fierté	Designee	Complexe	Aucun	Fierte	Aucune	fierté
victimes	Albert	4887-69863013	Albert11_Facebook_outil_double_tranchant	4887-69863013_2888-3050	Certains qui sont victimes de harcèlement pendant la journée peuvent l’être encore le soir en rentrant chez eux, lorsqu’ils se connectent sur les réseaux sociaux.	doltean_1621437691887_4887-69863013	doltean	victimes de harcèlement	SN	victimes; harcèlement	Suggeree	Base	Base	Peur	Tristesse	victime
harcèlement	Albert	4887-69863013	Albert11_Facebook_outil_double_tranchant	4887-69863013_2888-3050	Certains qui sont victimes de harcèlement pendant la journée peuvent l’être encore le soir en rentrant chez eux, lorsqu’ils se connectent sur les réseaux sociaux.	doltean_1621437691887_4887-69863013	doltean	victimes de harcèlement	SN	victimes; harcèlement	Suggeree	Base	Base	Peur	Tristesse	harcèlement
victime	Albert	4887-69863013	Albert11_Facebook_outil_double_tranchant	4887-69863013_3051-3146	Selon une étude, un collégien sur dix aurait déjà été victime dans sa vie de cyberharcèlement. 	doltean_1621437754964_4887-69863013	doltean	victime de cyberharcèlement	SN	victime; cyberharcèlement	Suggeree	Base	Base	Peur	Tristesse	victime
cyberharcèlement	Albert	4887-69863013	Albert11_Facebook_outil_double_tranchant	4887-69863013_3051-3146	Selon une étude, un collégien sur dix aurait déjà été victime dans sa vie de cyberharcèlement. 	doltean_1621437754964_4887-69863013	doltean	victime de cyberharcèlement	SN	victime; cyberharcèlement	Suggeree	Base	Base	Peur	Tristesse	cyberharcèlement
influencé	Albert	4887-69863013	Albert11_Facebook_outil_double_tranchant	4887-69863013_4252-4393	Récemment, Facebook a été accusé d’avoir influencé l’élection présidentielle américaine en permettant à de fausses informations de circuler. 	doltean_1621438054359_4887-69863013	doltean	avoir influencé l’élection présidentielle américaine en permettant à de fausses informations de circuler	Proposition	influencé; fausses informations	Suggeree	Base	Aucun	Colere	Aucune	influencer
fausses	Albert	4887-69863013	Albert11_Facebook_outil_double_tranchant	4887-69863013_4252-4393	Récemment, Facebook a été accusé d’avoir influencé l’élection présidentielle américaine en permettant à de fausses informations de circuler. 	doltean_1621438054359_4887-69863013	doltean	avoir influencé l’élection présidentielle américaine en permettant à de fausses informations de circuler	Proposition	influencé; fausses informations	Suggeree	Base	Aucun	Colere	Aucune	faux
informations	Albert	4887-69863013	Albert11_Facebook_outil_double_tranchant	4887-69863013_4252-4393	Récemment, Facebook a été accusé d’avoir influencé l’élection présidentielle américaine en permettant à de fausses informations de circuler. 	doltean_1621438054359_4887-69863013	doltean	avoir influencé l’élection présidentielle américaine en permettant à de fausses informations de circuler	Proposition	influencé; fausses informations	Suggeree	Base	Aucun	Colere	Aucune	information
accusé	Albert	4887-69863013	Albert11_Facebook_outil_double_tranchant	4887-69863013_4252-4393	Récemment, Facebook a été accusé d’avoir influencé l’élection présidentielle américaine en permettant à de fausses informations de circuler. 	doltean_1621438048958_4887-69863013	doltean	a été accusé	Proposition	accusé	Comportementale	Base	Aucun	Colere	Aucune	accuser
catastrophiques	Albert	871-39416058	Albert11_Inde	871-39416058_606-713	Mais les conséquences de cette marée noire s’annoncent déjà catastrophiques, surtout pour l’environnement. 	doltean_1619699295860_871-39416058	doltean	les conséquences de cette marée noire s’annoncent catastrophiques, surtout pour l’environnement	Proposition	catastrophiques	Suggeree	Base	Aucun	Peur	Aucune	catastrophique
déception	Albert	3072-0	Albert11_Jeux_olympiques_Paris_2024	3072-0_392-563	Pour les partisans des JO en France, l’échec de la candidature de Paris a été une grosse déception, mais n’a pas freiné pour autant les ambitions de la capitale française.	doltean_1617097924379_3072-0	doltean	une grosse déception	SN	déception	Designee	Base	Aucun	Tristesse	Aucune	déception
échec	Albert	3072-0	Albert11_Jeux_olympiques_Paris_2024	3072-0_392-563	Pour les partisans des JO en France, l’échec de la candidature de Paris a été une grosse déception, mais n’a pas freiné pour autant les ambitions de la capitale française.	doltean_1619174680258_3072-0	doltean	l’échec de la candidature de Paris	SN	échec	Suggeree	Base	Aucun	Tristesse	Aucune	échec
trop	Albert	3072-0	Albert11_Jeux_olympiques_Paris_2024	3072-0_976-1165	En effet, de nombreux Hongrois ne voulaient pas des JO dans leur capitale, estimant que cela coûterait trop cher à l’État et que l’argent serait mieux utilisé pour la santé ou l’éducation. 	doltean_1619174571736_3072-0	doltean	coûterait trop cher à l’État	Proposition	trop cher	Suggeree	Base	Aucun	Colere	Aucune	trop
cher	Albert	3072-0	Albert11_Jeux_olympiques_Paris_2024	3072-0_976-1165	En effet, de nombreux Hongrois ne voulaient pas des JO dans leur capitale, estimant que cela coûterait trop cher à l’État et que l’argent serait mieux utilisé pour la santé ou l’éducation. 	doltean_1619174571736_3072-0	doltean	coûterait trop cher à l’État	Proposition	trop cher	Suggeree	Base	Aucun	Colere	Aucune	cher
ne	Albert	3072-0	Albert11_Jeux_olympiques_Paris_2024	3072-0_976-1165	En effet, de nombreux Hongrois ne voulaient pas des JO dans leur capitale, estimant que cela coûterait trop cher à l’État et que l’argent serait mieux utilisé pour la santé ou l’éducation. 	doltean_1619174515876_3072-0	doltean	ne voulaient pas des JO dans leur capitale	Proposition	ne voulaient pas	Suggeree	Base	Aucun	Colere	Aucune	ne
voulaient	Albert	3072-0	Albert11_Jeux_olympiques_Paris_2024	3072-0_976-1165	En effet, de nombreux Hongrois ne voulaient pas des JO dans leur capitale, estimant que cela coûterait trop cher à l’État et que l’argent serait mieux utilisé pour la santé ou l’éducation. 	doltean_1619174515876_3072-0	doltean	ne voulaient pas des JO dans leur capitale	Proposition	ne voulaient pas	Suggeree	Base	Aucun	Colere	Aucune	vouloir
pas	Albert	3072-0	Albert11_Jeux_olympiques_Paris_2024	3072-0_976-1165	En effet, de nombreux Hongrois ne voulaient pas des JO dans leur capitale, estimant que cela coûterait trop cher à l’État et que l’argent serait mieux utilisé pour la santé ou l’éducation. 	doltean_1619174515876_3072-0	doltean	ne voulaient pas des JO dans leur capitale	Proposition	ne voulaient pas	Suggeree	Base	Aucun	Colere	Aucune	pas
fête	Albert	3072-0	Albert11_Jeux_olympiques_Paris_2024	3072-0_1968-2090	Ainsi, Paris souhaite faire de ces Jeux une grande fête populaire dont tout le monde pourrait profiter, partout en France.	doltean_1619699768946_3072-0	doltean	une grande fête	SN	fête	Suggeree	Base	Aucun	Joie	Aucune	fête
enthousiasmante	Albert	2947-0	Albert11_Le_tombeau_de_Toutankhamon	2947-0_1942-2042	Une découverte enthousiasmante, mais contredite quelques semaines plus tard par d’autres chercheurs.	doltean_1619174923758_2947-0	doltean	enthousiasmante	SAdj	enthousiasmante	Designee	Base	Aucun	Joie	Aucune	enthousiasmant
manifesté	Albert	892-89051094	Albert11_Roumanie	892-89051094_9-144	Pendant le mois de février, à Bucarest en Roumanie, des milliers de personnes ont manifesté pour réclamer la démission du gouvernement.	doltean_1615814629429_892-89051094	doltean	ont manifesté	Proposition	manifesté	Comportementale	Base	Aucun	Colere	Aucune	manifester
réclamer	Albert	892-89051094	Albert11_Roumanie	892-89051094_9-144	Pendant le mois de février, à Bucarest en Roumanie, des milliers de personnes ont manifesté pour réclamer la démission du gouvernement.	doltean_1619175045912_892-89051094	doltean	réclamer la démission du gouvernement	Proposition	réclamer	Comportementale	Base	Aucun	Colere	Aucune	réclamer
échapper	Albert	892-89051094	Albert11_Roumanie	892-89051094_145-424	Les Roumains reprochent à leur nouveau gouvernement, en place depuis le début de l’année, d’avoir voté le 31 janvier des lois qui permettent à des hommes politiques d’échapper à la prison s’ils sont reconnus coupables de corruption, c’est‐à-dire s’ils ont abusé de leur pouvoir. 	doltean_1619604310764_892-89051094	doltean	avoir voté le 31 janvier des lois qui permettent à des hommes politiques d’échapper à la prison s’ils sont reconnus coupables de corruption	Proposition	échapper à la prison; corruption	Suggeree	Base	Aucun	Colere	Aucune	échapper
à	Albert	892-89051094	Albert11_Roumanie	892-89051094_145-424	Les Roumains reprochent à leur nouveau gouvernement, en place depuis le début de l’année, d’avoir voté le 31 janvier des lois qui permettent à des hommes politiques d’échapper à la prison s’ils sont reconnus coupables de corruption, c’est‐à-dire s’ils ont abusé de leur pouvoir. 	doltean_1619604310764_892-89051094	doltean	avoir voté le 31 janvier des lois qui permettent à des hommes politiques d’échapper à la prison s’ils sont reconnus coupables de corruption	Proposition	échapper à la prison; corruption	Suggeree	Base	Aucun	Colere	Aucune	à
la	Albert	892-89051094	Albert11_Roumanie	892-89051094_145-424	Les Roumains reprochent à leur nouveau gouvernement, en place depuis le début de l’année, d’avoir voté le 31 janvier des lois qui permettent à des hommes politiques d’échapper à la prison s’ils sont reconnus coupables de corruption, c’est‐à-dire s’ils ont abusé de leur pouvoir. 	doltean_1619604310764_892-89051094	doltean	avoir voté le 31 janvier des lois qui permettent à des hommes politiques d’échapper à la prison s’ils sont reconnus coupables de corruption	Proposition	échapper à la prison; corruption	Suggeree	Base	Aucun	Colere	Aucune	le
prison	Albert	892-89051094	Albert11_Roumanie	892-89051094_145-424	Les Roumains reprochent à leur nouveau gouvernement, en place depuis le début de l’année, d’avoir voté le 31 janvier des lois qui permettent à des hommes politiques d’échapper à la prison s’ils sont reconnus coupables de corruption, c’est‐à-dire s’ils ont abusé de leur pouvoir. 	doltean_1619604310764_892-89051094	doltean	avoir voté le 31 janvier des lois qui permettent à des hommes politiques d’échapper à la prison s’ils sont reconnus coupables de corruption	Proposition	échapper à la prison; corruption	Suggeree	Base	Aucun	Colere	Aucune	prison
corruption	Albert	892-89051094	Albert11_Roumanie	892-89051094_145-424	Les Roumains reprochent à leur nouveau gouvernement, en place depuis le début de l’année, d’avoir voté le 31 janvier des lois qui permettent à des hommes politiques d’échapper à la prison s’ils sont reconnus coupables de corruption, c’est‐à-dire s’ils ont abusé de leur pouvoir. 	doltean_1619604310764_892-89051094	doltean	avoir voté le 31 janvier des lois qui permettent à des hommes politiques d’échapper à la prison s’ils sont reconnus coupables de corruption	Proposition	échapper à la prison; corruption	Suggeree	Base	Aucun	Colere	Aucune	corruption
reprochent	Albert	892-89051094	Albert11_Roumanie	892-89051094_145-424	Les Roumains reprochent à leur nouveau gouvernement, en place depuis le début de l’année, d’avoir voté le 31 janvier des lois qui permettent à des hommes politiques d’échapper à la prison s’ils sont reconnus coupables de corruption, c’est‐à-dire s’ils ont abusé de leur pouvoir. 	doltean_1615814724351_892-89051094	doltean	reprochent à leur nouveau gouvernement d’avoir voté le 31 janvier des lois qui permettent à des hommes politiques d’échapper à la prison s’ils sont reconnus coupables de corruption	Proposition	reprochent	Comportementale	Base	Aucun	Colere	Aucune	reprocher
manifester	Albert	892-89051094	Albert11_Roumanie	892-89051094_510-608	Mais les Roumains ont continué à manifester, disant qu’ils veulent des hommes politiques honnêtes.	doltean_1615814890923_892-89051094	doltean	manifester	Proposition	manifester	Comportementale	Base	Aucun	Colere	Aucune	manifester
dur	Albert	892-89051094	Albert11_Roumanie	892-89051094_609-843	C’est la première fois depuis 1989 que la Roumanie est confrontée à une telle vague de contestation. À l’époque, le dirigeant Nicolae Ceaucescu avait vu le peuple se rebeller contre son régime très dur, ce qui avait provoqué sa chute.	doltean_1619175248452_892-89051094	doltean	contre son régime très dur	SPrep	dur	Suggeree	Base	Aucun	Colere	Aucune	dur
se	Albert	892-89051094	Albert11_Roumanie	892-89051094_609-843	C’est la première fois depuis 1989 que la Roumanie est confrontée à une telle vague de contestation. À l’époque, le dirigeant Nicolae Ceaucescu avait vu le peuple se rebeller contre son régime très dur, ce qui avait provoqué sa chute.	doltean_1615814941857_892-89051094	doltean	se rebeller contre son régime très dur	Proposition	se rebeller	Comportementale	Base	Aucun	Colere	Aucune	se
